left,center,right,expected
0.8599839210510254,0.10385622829198837,0.036159828305244446,0.17617588490247726
0.6265496611595154,0.27716076374053955,0.09628961235284805,0.46973998844623566
0.4012659788131714,0.15821829438209534,0.4405156970024109,1.0392496883869171
0.3523164391517639,0.19643795490264893,0.45124560594558716,1.0989291667938232
0.6602798700332642,0.17357610166072845,0.16614404320716858,0.5058641880750656
0.8058322072029114,0.08262209594249725,0.11154564470052719,0.30571338534355164
0.7325230240821838,0.16668744385242462,0.10078954696655273,0.3682665377855301
0.5521875619888306,0.21602393686771393,0.2317884862422943,0.6796009093523026
0.8739355802536011,0.09831083565950394,0.02775358222424984,0.15381800010800362
0.2933211028575897,0.2861092984676361,0.42056959867477417,1.1272484958171844
0.5209827423095703,0.17262692749500275,0.30639031529426575,0.7854075580835342
0.6898912191390991,0.1780494898557663,0.1320592612028122,0.4421680122613907
0.30473291873931885,0.26700395345687866,0.4282630980014801,1.1235301494598389
0.32805588841438293,0.3312262296676636,0.3407178819179535,1.0126619935035706
0.5701791644096375,0.29492515325546265,0.13489562273025513,0.5647163987159729
0.4266306161880493,0.4039798974990845,0.1693895012140274,0.7427588999271393
0.5002309083938599,0.23816916346549988,0.26159995794296265,0.7613690793514252
0.9377835392951965,0.03065222129225731,0.03156423941254616,0.09378070011734962
0.6748125553131104,0.18065530061721802,0.14453209936618805,0.4697194993495941
0.7847089767456055,0.10187768936157227,0.11341333389282227,0.3287043571472168
0.8653422594070435,0.10163227468729019,0.03302542865276337,0.16768313199281693
0.3923836648464203,0.49292126297950745,0.11469506472349167,0.7223113924264908
0.6560315489768982,0.24293065071105957,0.10103782266378403,0.4450062960386276
0.3123806416988373,0.6743950247764587,0.013224382884800434,0.7008437905460596
0.09722035378217697,0.8762228488922119,0.02655673958361149,0.9293363280594349
0.9629501104354858,0.02343549206852913,0.013614407740533352,0.05066430754959583
0.1947748214006424,0.6787689924240112,0.12645620107650757,0.9316813945770264
0.6165340542793274,0.1612459421157837,0.22221997380256653,0.6056858897209167
0.4694642722606659,0.22990599274635315,0.30062976479530334,0.8311655223369598
0.478116899728775,0.19069348275661469,0.3311896026134491,0.8530726879835129
0.4716990888118744,0.2336321473121643,0.2946688234806061,0.8229697942733765
0.4962393641471863,0.1703292280435562,0.3334314525127411,0.8371921330690384
0.6198115348815918,0.14976654946804047,0.23042188584804535,0.6106103211641312
0.7058715224266052,0.20254896581172943,0.09157951921224594,0.3857080042362213
0.7774966955184937,0.12977826595306396,0.09272502362728119,0.31522831320762634
0.6080769896507263,0.3187451958656311,0.07317781448364258,0.46510082483291626
0.5629531145095825,0.10977493971586227,0.3272719085216522,0.7643187567591667
0.9439593553543091,0.039832327514886856,0.016208264976739883,0.07224885746836662
0.516900360584259,0.21736562252044678,0.26573407649993896,0.7488337755203247
0.12305410206317902,0.4084129333496094,0.4685329794883728,1.345478892326355
0.8794713616371155,0.07623801380395889,0.044290632009506226,0.16481927782297134
0.09771392494440079,0.13871601223945618,0.7635700702667236,1.6658561527729034
0.2945052683353424,0.5387089252471924,0.16678586602210999,0.8722806572914124
0.3307132124900818,0.40193504095077515,0.26735174655914307,0.9366385340690613
0.8223364353179932,0.15834078192710876,0.019322723150253296,0.19698622822761536
0.921729326248169,0.06825122982263565,0.010019417852163315,0.08829006552696228
0.37776821851730347,0.27714645862579346,0.34508535265922546,0.9673171639442444
0.9635811448097229,0.022166751325130463,0.01425209641456604,0.05067094415426254
0.151749387383461,0.2516520023345947,0.5965986251831055,1.4448492527008057
0.9093427658081055,0.045337993651628494,0.04531921446323395,0.1359764225780964
0.009965063072741032,0.9214234948158264,0.06861136853694916,1.0586462318897247
0.7939175367355347,0.16467878222465515,0.041403673589229584,0.24748612940311432
0.8994864821434021,0.08001615107059479,0.02049746736884117,0.12101108580827713
0.9693676233291626,0.02400006353855133,0.006632367614656687,0.037264798767864704
0.6587567925453186,0.15850453078746796,0.18273863196372986,0.5239817947149277
0.9693676233291626,0.02400006353855133,0.006632367614656687,0.037264798767864704
0.16391807794570923,0.15260468423366547,0.6834771633148193,1.5195590108633041
0.04862518981099129,0.08930879831314087,0.8620660901069641,1.813440978527069
0.5699676871299744,0.3376612067222595,0.0923711359500885,0.5224034786224365
0.29583054780960083,0.5811114311218262,0.1230580285191536,0.8272274881601334
0.9308895468711853,0.047543108463287354,0.021567396819591522,0.0906779021024704
0.6545535326004028,0.2664796710014343,0.07896683365106583,0.424413338303566
0.8774528503417969,0.11122342944145203,0.011323722079396248,0.13387087360024452
0.24768714606761932,0.3120373785495758,0.44027552008628845,1.1925884187221527
0.5091782212257385,0.21576113998889923,0.2750606834888458,0.7658825069665909
0.4241064190864563,0.17221692204475403,0.4036766290664673,0.9795701801776886
0.2849373519420624,0.4338870346546173,0.2811756432056427,0.9962383210659027
0.9165266156196594,0.043088123202323914,0.04038525000214577,0.12385862320661545
0.7327694296836853,0.18913424015045166,0.07809629291296005,0.34532682597637177
0.9071431159973145,0.08042353391647339,0.012433349154889584,0.10529023222625256
0.903293251991272,0.0627964660525322,0.03391024470329285,0.1306169554591179
0.6164209842681885,0.18280620872974396,0.20077279210090637,0.5843517929315567
